game_id,start_time,league_name,home_team,away_team,home_score,away_score,status,date_scraped
258473,2025-07-16T19:30:00.000Z,nba,Cavaliers,Kings,86,94,complete,2026-04-21 18:00:28.579654
258474,2025-07-16T21:00:00.000Z,nba,Timberwolves,Suns,89,85,complete,2026-04-21 18:00:28.579654
258475,2025-07-16T21:30:00.000Z,nba,Bulls,Bucks,102,96,complete,2026-04-21 18:00:28.579654
258476,2025-07-16T23:30:00.000Z,nba,Nets,Magic,94,90,complete,2026-04-21 18:00:28.579654
258477,2025-07-17T00:00:00.000Z,nba,76ers,Mavericks,90,82,complete,2026-04-21 18:00:28.579654
258478,2025-07-17T01:30:00.000Z,nba,Thunder,Pelicans,95,81,complete,2026-04-21 18:00:28.579654
258479,2025-07-17T02:00:00.000Z,nba,Jazz,Wizards,86,76,complete,2026-04-21 18:00:28.579654
258480,2025-07-17T20:00:00.000Z,nba,Heat,Pistons,88,108,complete,2026-04-21 18:00:28.579654
258481,2025-07-17T20:30:00.000Z,nba,Knicks,Pacers,88,91,complete,2026-04-21 18:00:28.579654
258482,2025-07-17T22:00:00.000Z,nba,Grizzlies,Hawks,88,92,complete,2026-04-21 18:00:28.579654
258483,2025-07-17T23:00:00.000Z,nba,Hornets,Spurs,106,81,complete,2026-04-21 18:00:28.579654
258484,2025-07-18T00:00:00.000Z,nba,Trail Blazers,Rockets,102,83,complete,2026-04-21 18:00:28.579654
258485,2025-07-18T01:00:00.000Z,nba,Lakers,Celtics,78,87,complete,2026-04-21 18:00:28.579654
258486,2025-07-18T02:00:00.000Z,nba,Raptors,Warriors,81,69,complete,2026-04-21 18:00:28.579654
258487,2025-07-18T03:00:00.000Z,nba,Clippers,Nuggets,76,81,complete,2026-04-21 18:00:28.579654
259220,2025-07-18T20:00:00.000Z,nba,Magic,Mavericks,69,92,complete,2026-04-21 18:00:28.579654
259221,2025-07-18T22:00:00.000Z,nba,Nets,76ers,83,87,complete,2026-04-21 18:00:28.579654
259222,2025-07-18T23:00:00.000Z,nba,Bucks,Heat,92,93,complete,2026-04-21 18:00:28.579654
259223,2025-07-19T00:00:00.000Z,nba,Bulls,Jazz,105,92,complete,2026-04-21 18:00:28.579654
259224,2025-07-19T01:00:00.000Z,nba,Pelicans,Pacers,104,113,complete,2026-04-21 18:00:28.579654
259225,2025-07-19T02:00:00.000Z,nba,Lakers,Nuggets,84,106,complete,2026-04-21 18:00:28.579654
